murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,violentPerPop,nonViolPerPop
0,0.0,7.0,44.38,2.0,12.68,21.0,133.15,69.0,437.48,328.0,2079.63,23.0,145.83,2.0,12.68,190.21,2675.63
1,4.47,9.0,40.21,27.0,120.63,63.0,281.46,102.0,455.7,631.0,2819.1,32.0,142.97,12.0,53.61,446.77,3471.38
0,0.0,1.0,5.29,1.0,5.29,4.0,21.17,31.0,164.04,229.0,1211.77,8.0,42.33,1.0,5.29,31.75,1423.43
2,3.82,18.0,34.42,199.0,380.52,235.0,449.36,899.0,1719.03,1353.0,2587.15,263.0,502.9,18.0,34.42,868.12,4843.49
3,3.56,13.0,15.43,32.0,37.99,142.0,168.58,687.0,815.59,1539.0,1827.05,220.0,261.18,35.0,41.55,225.56,2945.37
126,28.9,200.0,45.87,3717.0,852.46,3073.0,704.76,6780.0,1554.92,14108.0,3235.53,7626.0,1748.95,243.0,55.73,1631.98,6595.13
6,7.08,,,53.0,62.51,221.0,260.67,859.0,1013.2,3266.0,3852.28,268.0,316.11,14.0,16.51,,5198.1
3,18.67,12.0,74.69,70.0,435.68,143.0,890.02,454.0,2825.67,937.0,5831.83,41.0,255.18,7.0,43.57,1419.06,8956.25
1,1.07,28.0,29.99,237.0,253.84,219.0,234.56,1552.0,1662.29,3099.0,3319.23,1334.0,1428.8,23.0,24.63,519.47,6434.96
0,0.0,4.0,10.27,14.0,35.93,16.0,41.06,538.0,1380.69,589.0,1511.57,106.0,272.03,4.0,10.27,87.26,3174.56
1,1.06,18.0,19.14,42.0,44.67,216.0,229.72,689.0,732.78,2976.0,3165.08,258.0,274.39,4.0,4.25,294.6,4176.5
0,0.0,1.0,7.6,1.0,7.6,5.0,38.0,70.0,531.96,173.0,1314.69,16.0,121.59,0.0,0.0,53.2,1968.23
2,8.08,,,15.0,60.59,92.0,371.64,278.0,1123.01,481.0,1943.04,91.0,367.6,9.0,36.36,,3470.01
0,0.0,8.0,19.63,55.0,134.95,52.0,127.59,190.0,466.18,1408.0,3454.62,218.0,534.88,10.0,24.54,282.16,4480.21
8,17.5,17.0,37.19,164.0,358.76,249.0,544.7,754.0,1649.42,1988.0,4348.87,160.0,350.01,3.0,6.56,958.15,6354.87
80,17.16,515.0,110.46,1724.0,369.77,4161.0,892.47,10000.0,2144.85,29316.0,6287.86,5539.0,1188.04,420.0,90.08,1389.87,9710.83
0,0.0,3.0,25.49,8.0,67.98,135.0,1147.18,155.0,1317.13,437.0,3713.46,28.0,237.93,6.0,50.99,1240.65,5319.51
0,0.0,8.0,38.55,10.0,48.19,122.0,587.92,389.0,1874.61,961.0,4631.1,41.0,197.58,22.0,106.02,674.67,6809.31
0,0.0,2.0,18.94,1.0,9.47,14.0,132.6,67.0,634.59,374.0,3542.34,14.0,132.6,2.0,18.94,161.02,4328.47
3,13.67,3.0,13.67,19.0,86.6,48.0,218.78,214.0,975.39,552.0,2515.95,145.0,660.89,9.0,41.02,332.73,4193.25
0,0.0,43.0,99.97,63.0,146.46,161.0,374.29,366.0,850.87,1573.0,3656.86,137.0,318.49,6.0,13.95,620.71,4840.17
1,1.72,45.0,77.26,25.0,42.92,187.0,321.04,481.0,825.78,2912.0,4999.31,142.0,243.79,,,442.93,
1,6.22,2.0,12.43,16.0,99.45,41.0,254.85,140.0,870.21,378.0,2349.58,128.0,795.62,12.0,74.59,372.95,4090.0
1,2.65,,,4.0,10.61,20.0,53.04,143.0,379.21,733.0,1943.78,31.0,82.21,0.0,0.0,,2405.2
0,0.0,3.0,22.02,10.0,73.42,67.0,491.89,195.0,1431.61,409.0,3002.72,73.0,535.94,1.0,7.34,587.33,4977.61
2,12.05,0.0,0.0,24.0,144.54,9.0,54.2,123.0,740.79,424.0,2553.6,86.0,517.95,0.0,0.0,210.79,3812.33
0,0.0,10.0,41.02,26.0,106.66,86.0,352.79,353.0,1448.09,1865.0,7650.65,81.0,332.28,8.0,32.82,500.47,9463.84
0,0.0,0.0,0.0,0.0,0.0,14.0,75.72,46.0,248.8,170.0,919.47,9.0,48.68,0.0,0.0,75.72,1216.94
1,1.96,34.0,66.73,17.0,33.37,124.0,243.39,349.0,685.01,1640.0,3218.97,90.0,176.65,10.0,19.63,345.45,4100.26
1,7.63,11.0,83.97,18.0,137.4,191.0,1458.02,461.0,3519.08,598.0,4564.89,76.0,580.15,13.0,99.24,1687.02,8763.36
4,6.03,29.0,43.69,86.0,129.57,143.0,215.45,473.0,712.65,2127.0,3204.66,165.0,248.6,21.0,31.64,394.74,4197.55
0,0.0,5.0,27.45,16.0,87.85,41.0,225.13,148.0,812.65,753.0,4134.64,43.0,236.11,7.0,38.44,340.43,5221.83
0,0.0,,,10.0,25.13,46.0,115.61,110.0,276.47,945.0,2375.09,32.0,80.43,6.0,15.08,,2747.06
3,15.34,15.0,76.69,55.0,281.19,,,448.0,2290.39,1179.0,6027.61,104.0,531.7,8.0,40.9,,8890.59
5,7.61,31.0,47.15,436.0,663.2,479.0,728.61,961.0,1461.77,1628.0,2476.35,922.0,1402.45,27.0,41.07,1446.56,5381.64
0,0.0,6.0,19.87,40.0,132.45,36.0,119.21,241.0,798.01,671.0,2221.85,132.0,437.09,23.0,76.16,271.52,3533.11
1,5.93,8.0,47.43,35.0,207.51,89.0,527.66,309.0,1831.98,727.0,4310.19,56.0,332.01,0.0,0.0,788.52,6474.18
0,0.0,20.0,170.98,9.0,76.94,17.0,145.34,118.0,1008.81,410.0,3505.17,23.0,196.63,1.0,8.55,393.26,4719.16
3,11.99,21.0,83.96,42.0,167.92,380.0,1519.27,552.0,2206.94,1725.0,6896.69,140.0,559.73,14.0,55.97,1783.14,9719.33
0,0.0,5.0,27.52,5.0,27.52,4.0,22.01,84.0,462.3,282.0,1552.01,23.0,126.58,0.0,0.0,77.05,2140.89
0,0.0,9.0,25.31,33.0,92.8,56.0,157.48,411.0,1155.76,1100.0,3093.28,162.0,455.56,9.0,25.31,275.58,4729.9
0,0.0,4.0,22.79,0.0,0.0,9.0,51.29,69.0,393.21,661.0,3766.81,27.0,153.86,6.0,34.19,74.08,4348.07
0,0.0,11.0,29.57,13.0,34.95,125.0,336.04,217.0,583.36,712.0,1914.08,4.0,10.75,1.0,2.69,400.56,2510.89
4,7.69,15.0,28.84,201.0,386.45,486.0,934.4,972.0,1868.8,2358.0,4533.57,422.0,811.35,6.0,11.54,1357.38,7225.26
0,0.0,1.0,6.26,1.0,6.26,7.0,43.79,49.0,306.56,296.0,1851.85,13.0,81.33,0.0,0.0,56.31,2239.74
0,0.0,,,2.0,12.67,32.0,202.75,98.0,620.92,653.0,4137.36,13.0,82.37,2.0,12.67,,4853.32
0,0.0,4.0,28.67,10.0,71.67,41.0,293.86,87.0,623.57,321.0,2300.75,27.0,193.52,7.0,50.17,394.21,3168.0
7,16.26,19.0,44.13,78.0,181.16,88.0,204.39,495.0,1149.69,1222.0,2838.23,119.0,276.39,10.0,23.23,445.94,4287.54
0,0.0,0.0,0.0,16.0,104.43,64.0,417.7,288.0,1879.65,636.0,4150.89,47.0,306.75,4.0,26.11,522.13,6363.4
0,0.0,2.0,12.89,4.0,25.78,9.0,58.01,34.0,219.16,363.0,2339.82,7.0,45.12,0.0,0.0,96.69,2604.1
1,2.69,10.0,26.92,34.0,91.52,64.0,172.28,273.0,734.88,810.0,2180.41,184.0,495.3,18.0,48.45,293.41,3459.04
0,0.0,0.0,0.0,2.0,15.9,7.0,55.64,21.0,166.93,127.0,1009.54,32.0,254.37,1.0,7.95,71.54,1438.79
1,9.04,,,16.0,144.69,53.0,479.29,149.0,1347.44,403.0,3644.42,35.0,316.51,16.0,144.69,,5453.07
0,0.0,3.0,14.23,4.0,18.98,1.0,4.74,127.0,602.52,328.0,1556.12,37.0,175.54,0.0,0.0,37.95,2334.19
4,16.54,11.0,45.49,47.0,194.38,63.0,260.55,407.0,1683.21,1048.0,4334.16,59.0,244.0,3.0,12.41,516.96,6273.78
0,0.0,4.0,25.4,4.0,25.4,5.0,31.75,121.0,768.3,522.0,3314.5,42.0,266.68,6.0,38.1,82.54,4387.58
5,19.49,26.0,101.33,142.0,553.43,226.0,880.82,528.0,2057.84,735.0,2864.6,53.0,206.56,22.0,85.74,1555.07,5214.75
0,0.0,3.0,11.35,1.0,3.78,10.0,37.82,35.0,132.38,428.0,1618.82,34.0,128.6,0.0,0.0,52.95,1879.8
1,2.72,8.0,21.77,90.0,244.88,96.0,261.2,359.0,976.79,982.0,2671.89,361.0,982.23,16.0,43.53,530.57,4674.45
8,9.74,,,248.0,302.07,3332.0,4058.51,1308.0,1593.2,4082.0,4972.05,439.0,534.72,85.0,103.53,,7203.5
4,23.94,13.0,77.8,87.0,520.65,123.0,736.09,285.0,1705.57,1166.0,6977.86,211.0,1262.72,14.0,83.78,1358.47,10029.92
1,6.27,3.0,18.81,4.0,25.08,7.0,43.9,66.0,413.9,379.0,2376.77,24.0,150.51,4.0,25.08,94.07,2966.26
0,0.0,2.0,6.78,9.0,30.52,15.0,50.86,97.0,328.9,445.0,1508.88,97.0,328.9,1.0,3.39,88.16,2170.08
0,0.0,5.0,42.8,19.0,162.66,13.0,111.29,211.0,1806.35,306.0,2619.64,140.0,1198.53,0.0,0.0,316.75,5624.52
10,11.05,28.0,30.95,340.0,375.79,769.0,849.94,940.0,1038.94,1638.0,1810.4,1131.0,1250.04,44.0,48.63,1267.73,4148.02
0,0.0,3.0,7.81,5.0,13.01,33.0,85.86,173.0,450.13,565.0,1470.09,30.0,78.06,7.0,18.21,106.68,2016.5
2,6.51,10.0,32.54,17.0,55.31,30.0,97.61,177.0,575.87,953.0,3100.6,6.0,19.52,2.0,6.51,191.96,3702.5
0,0.0,6.0,35.72,4.0,23.82,14.0,83.36,126.0,750.22,480.0,2857.99,33.0,196.49,12.0,71.45,142.9,3876.15
1,1.72,21.0,36.09,49.0,84.21,241.0,414.17,706.0,1213.29,2819.0,4844.56,394.0,677.1,5.0,8.59,536.18,6743.54
0,0.0,17.0,89.76,15.0,79.2,286.0,1510.03,205.0,1082.37,517.0,2729.67,55.0,290.39,0.0,0.0,1678.99,4102.43
1,4.64,3.0,13.92,4.0,18.56,44.0,204.16,115.0,533.59,288.0,1336.3,32.0,148.48,3.0,13.92,241.28,2032.29
1,6.71,5.0,33.55,37.0,248.26,102.0,684.38,241.0,1617.02,848.0,5689.75,55.0,369.03,7.0,46.97,972.89,7722.76
0,0.0,2.0,18.13,2.0,18.13,6.0,54.39,61.0,552.99,159.0,1441.39,10.0,90.65,0.0,0.0,90.65,2085.03
0,0.0,3.0,14.42,43.0,206.63,222.0,1066.79,209.0,1004.32,298.0,1432.0,124.0,595.87,6.0,28.83,1287.84,3061.03
0,0.0,7.0,14.26,44.0,89.63,16.0,32.59,358.0,729.24,1884.0,3837.69,432.0,879.98,5.0,10.18,136.48,5457.1
1,2.15,28.0,60.3,36.0,77.53,162.0,348.87,413.0,889.42,1882.0,4052.98,81.0,174.44,5.0,10.77,488.86,5127.6
2,13.85,6.0,41.55,5.0,34.63,75.0,519.43,133.0,921.12,1084.0,7507.45,60.0,415.54,8.0,55.41,609.46,8899.51
2,12.59,,,4.0,25.17,22.0,138.45,108.0,679.67,620.0,3901.83,38.0,239.14,5.0,31.47,,4852.11
4,6.2,17.0,26.33,145.0,224.6,221.0,342.32,849.0,1315.08,2162.0,3348.87,625.0,968.11,3.0,4.65,599.45,5636.7
2,10.15,16.0,81.16,64.0,324.66,316.0,1603.0,405.0,2054.48,828.0,4200.27,77.0,390.61,4.0,20.29,2018.97,6665.65
0,0.0,0.0,0.0,3.0,14.43,4.0,19.23,175.0,841.51,486.0,2336.99,30.0,144.26,0.0,0.0,33.66,3322.75
1,6.57,9.0,59.12,8.0,52.55,15.0,98.54,84.0,551.8,641.0,4210.73,24.0,157.66,0.0,0.0,216.78,4920.19
0,0.0,7.0,20.76,10.0,29.65,29.0,85.99,167.0,495.2,629.0,1865.14,55.0,163.09,16.0,47.44,136.4,2570.87
16,10.51,129.0,84.7,432.0,283.66,470.0,308.61,1837.0,1206.22,8006.0,5256.94,681.0,447.16,72.0,47.28,687.49,6957.6
0,0.0,1.0,3.65,7.0,25.57,17.0,62.09,190.0,693.96,577.0,2107.45,148.0,540.56,5.0,18.26,91.31,3360.24
0,0.0,,,7.0,23.95,21.0,71.85,81.0,277.12,666.0,2278.56,38.0,130.01,3.0,10.26,,2695.95
22,15.42,,,774.0,542.39,1177.0,824.79,4021.0,2817.74,8385.0,5875.84,1125.0,788.35,58.0,40.64,,9522.57
8,20.4,18.0,45.89,171.0,435.97,456.0,1162.58,287.0,731.71,507.0,1292.61,396.0,1009.61,6.0,15.3,1664.84,3049.23
1,1.6,10.0,16.04,42.0,67.37,130.0,208.53,544.0,872.61,1906.0,3057.33,178.0,285.52,23.0,36.89,293.54,4252.35
0,0.0,6.0,15.34,9.0,23.01,4.0,10.23,210.0,536.91,1212.0,3098.71,62.0,158.52,6.0,15.34,48.58,3809.48
2,2.42,12.0,14.53,93.0,112.63,127.0,153.81,298.0,360.9,1907.0,2309.53,358.0,433.57,1.0,1.21,283.39,3105.21
0,0.0,2.0,11.21,2.0,11.21,50.0,280.33,90.0,504.6,300.0,1681.99,22.0,123.35,1.0,5.61,302.76,2315.54
2,2.16,,,20.0,21.6,58.0,62.64,293.0,316.44,2066.0,2231.29,66.0,71.28,19.0,20.52,,2639.54
0,0.0,1.0,4.52,21.0,94.99,181.0,818.71,240.0,1085.58,696.0,3148.18,90.0,407.09,26.0,117.6,918.22,4758.46
0,0.0,2.0,14.41,7.0,50.43,3.0,21.61,45.0,324.18,350.0,2521.43,74.0,533.1,1.0,7.2,86.45,3385.92
1,4.16,16.0,66.54,49.0,203.79,219.0,910.83,499.0,2075.36,1479.0,6151.22,84.0,349.36,43.0,178.84,1185.33,8754.78
2,2.37,24.0,28.4,64.0,75.74,222.0,262.73,653.0,772.8,1443.0,1707.73,617.0,730.19,21.0,24.85,369.24,3235.58
0,0.0,,,15.0,26.07,33.0,57.36,272.0,472.81,1382.0,2402.31,199.0,345.92,10.0,17.38,,3238.42
0,0.0,,,5.0,10.62,30.0,63.71,235.0,499.04,984.0,2089.62,68.0,144.4,5.0,10.62,,2743.68
6,12.73,23.0,48.81,120.0,254.66,816.0,1731.71,710.0,1506.76,2270.0,4817.39,149.0,316.21,5.0,10.61,2047.92,6650.96
0,0.0,19.0,19.42,48.0,49.07,194.0,198.32,618.0,631.77,2623.0,2681.43,229.0,234.1,27.0,27.6,266.81,3574.9
0,0.0,1.0,9.4,3.0,28.21,5.0,47.02,67.0,630.11,269.0,2529.86,15.0,141.07,5.0,47.02,84.64,3348.07
2,6.13,23.0,70.54,44.0,134.95,141.0,432.46,479.0,1469.14,1774.0,5441.05,203.0,622.62,9.0,27.6,644.09,7560.42
2,2.92,29.0,42.33,117.0,170.76,166.0,242.28,1227.0,1790.8,1898.0,2770.12,768.0,1120.89,14.0,20.43,458.28,5702.23
48,15.31,265.0,84.5,1327.0,423.15,1103.0,351.73,5847.0,1864.49,16264.0,5186.27,2883.0,919.33,,,874.69,
0,0.0,1.0,6.99,2.0,13.98,20.0,139.79,16.0,111.83,195.0,1362.97,15.0,104.84,0.0,0.0,160.76,1579.65
0,0.0,3.0,8.44,18.0,50.61,,,224.0,629.81,1184.0,3329.02,60.0,168.7,0.0,0.0,,4127.54
5,16.39,17.0,55.72,129.0,422.84,270.0,885.01,699.0,2291.2,779.0,2553.43,498.0,1632.36,58.0,190.11,1379.97,6667.1
19,10.81,204.0,116.06,498.0,283.33,681.0,387.45,2823.0,1606.12,12831.0,7300.09,1397.0,794.81,80.0,45.52,797.66,9746.54
1,2.42,9.0,21.8,23.0,55.71,55.0,133.21,159.0,385.11,1160.0,2809.6,82.0,198.61,9.0,21.8,213.14,3415.12
0,0.0,0.0,0.0,24.0,135.07,84.0,472.73,146.0,821.66,739.0,4158.93,32.0,180.09,4.0,22.51,607.8,5183.18
10,31.17,31.0,96.64,193.0,601.66,651.0,2029.43,941.0,2933.47,1689.0,5265.29,442.0,1377.89,38.0,118.46,2758.9,9695.12
1,3.49,8.0,27.92,35.0,122.16,54.0,188.48,223.0,778.36,1325.0,4624.78,94.0,328.1,7.0,24.43,342.06,5755.67
1,8.09,2.0,16.18,14.0,113.24,6.0,48.53,66.0,533.85,696.0,5629.7,81.0,655.18,2.0,16.18,186.04,6834.91
0,0.0,9.0,15.7,44.0,76.77,11.0,19.19,132.0,230.31,1063.0,1854.7,154.0,268.7,6.0,10.47,111.67,2364.17
17,21.39,,,284.0,357.29,453.0,569.9,1361.0,1712.23,3818.0,4803.3,549.0,690.68,84.0,105.68,,7311.89
0,0.0,0.0,0.0,5.0,29.45,55.0,323.97,111.0,653.83,505.0,2974.61,24.0,141.37,0.0,0.0,353.42,3769.81
2,10.52,0.0,0.0,13.0,68.39,184.0,968.01,184.0,968.01,846.0,4450.76,67.0,352.48,7.0,36.83,1046.93,5808.08
0,0.0,5.0,42.44,6.0,50.93,54.0,458.33,104.0,882.7,576.0,4888.81,22.0,186.73,,,551.69,
3,11.03,14.0,51.45,40.0,147.0,156.0,573.32,228.0,837.93,977.0,3590.59,108.0,396.91,48.0,176.41,782.8,5001.84
4,17.14,18.0,77.12,130.0,556.96,437.0,1872.24,665.0,2849.06,1473.0,6310.78,286.0,1225.31,0.0,0.0,2523.46,10385.16
0,0.0,5.0,26.46,5.0,26.46,43.0,227.53,66.0,349.22,284.0,1502.73,16.0,84.66,6.0,31.75,280.44,1968.36
0,0.0,,,16.0,28.78,26.0,46.76,255.0,458.64,2266.0,4075.61,157.0,282.38,12.0,21.58,,4838.22
1,7.78,1.0,7.78,8.0,62.25,10.0,77.81,61.0,474.63,388.0,3018.99,52.0,404.61,1.0,7.78,155.62,3906.01
0,0.0,1.0,9.13,3.0,27.38,5.0,45.64,29.0,264.72,126.0,1150.16,18.0,164.31,0.0,0.0,82.15,1579.19
12,8.57,58.0,41.43,523.0,373.54,1089.0,777.8,2220.0,1585.59,4457.0,3183.32,1426.0,1018.49,50.0,35.71,1201.33,5823.11
0,0.0,8.0,58.23,0.0,0.0,32.0,232.93,125.0,909.88,610.0,4440.24,25.0,181.98,3.0,21.84,291.16,5553.94
1,6.85,1.0,6.85,3.0,20.56,22.0,150.81,47.0,322.18,317.0,2173.02,44.0,301.62,0.0,0.0,185.08,2796.82
0,0.0,30.0,103.62,13.0,44.9,78.0,269.41,407.0,1405.78,1055.0,3643.96,47.0,162.34,12.0,41.45,417.93,5253.52
0,0.0,14.0,23.48,44.0,73.8,22.0,36.9,405.0,679.33,1906.0,3197.02,173.0,290.18,19.0,31.87,134.19,4198.4
0,0.0,2.0,13.45,1.0,6.73,28.0,188.35,75.0,504.51,741.0,4984.53,16.0,107.63,0.0,0.0,208.53,5596.66
0,0.0,0.0,0.0,2.0,11.46,8.0,45.85,64.0,366.8,220.0,1260.89,11.0,63.04,0.0,0.0,57.31,1690.74
1,2.57,,,8.0,20.57,85.0,218.53,192.0,493.61,1487.0,3822.92,129.0,331.65,4.0,10.28,,4658.46
3,12.42,7.0,28.97,19.0,78.63,79.0,326.93,162.0,670.42,1132.0,4684.65,26.0,107.6,1.0,4.14,446.95,5466.81
0,0.0,4.0,17.69,7.0,30.95,24.0,106.13,113.0,499.69,1098.0,4855.4,43.0,190.15,7.0,30.95,154.77,5576.19
1,4.88,8.0,39.04,11.0,53.67,5.0,24.4,109.0,531.86,600.0,2927.69,24.0,117.11,12.0,58.55,121.99,3635.21
0,0.0,2.0,7.31,9.0,32.88,9.0,32.88,100.0,365.34,291.0,1063.13,56.0,204.59,0.0,0.0,73.07,1633.06
0,0.0,0.0,0.0,7.0,41.66,4.0,23.8,78.0,464.18,296.0,1761.49,42.0,249.94,0.0,0.0,65.46,2475.6
0,0.0,10.0,43.89,70.0,307.25,42.0,184.35,239.0,1049.03,699.0,3068.08,237.0,1040.25,4.0,17.56,535.49,5174.91
0,0.0,0.0,0.0,3.0,11.31,64.0,241.32,245.0,923.8,472.0,1779.72,38.0,143.28,6.0,22.62,252.63,2869.42
9,15.01,38.0,63.38,254.0,423.65,752.0,1254.27,842.0,1404.39,4126.0,6881.83,360.0,600.45,26.0,43.37,1756.32,8930.03
1,4.34,6.0,26.01,2.0,8.67,40.0,173.43,77.0,333.85,285.0,1235.69,13.0,56.36,2.0,8.67,212.45,1634.58
0,0.0,1.0,6.15,0.0,0.0,5.0,30.74,17.0,104.51,367.0,2256.24,5.0,30.74,0.0,0.0,36.89,2391.49
0,0.0,,,19.0,152.45,75.0,601.78,166.0,1331.94,641.0,5143.22,45.0,361.07,5.0,40.12,,6876.35
0,0.0,2.0,7.85,10.0,39.23,82.0,321.68,145.0,568.83,278.0,1090.58,93.0,364.83,2.0,7.85,368.76,2032.09
2,8.67,27.0,117.11,62.0,268.91,241.0,1045.28,506.0,2194.66,1267.0,5495.32,106.0,459.75,22.0,95.42,1439.97,8245.14
1,3.6,4.0,14.4,23.0,82.77,48.0,172.74,139.0,500.23,880.0,3166.95,173.0,622.59,9.0,32.39,273.51,4322.17
0,0.0,0.0,0.0,7.0,48.06,4.0,27.46,85.0,583.59,369.0,2533.47,26.0,178.51,0.0,0.0,75.52,3295.57
1,3.58,2.0,7.16,7.0,25.05,10.0,35.78,68.0,243.31,350.0,1252.33,58.0,207.53,0.0,0.0,71.56,1703.16
1,6.47,0.0,0.0,25.0,161.71,22.0,142.3,142.0,918.5,482.0,3117.72,61.0,394.57,8.0,51.75,310.48,4482.54
0,0.0,1.0,9.54,1.0,9.54,14.0,133.52,36.0,343.35,235.0,2241.3,8.0,76.3,13.0,123.99,152.6,2784.93
13,23.93,67.0,123.32,539.0,992.12,525.0,966.35,1043.0,1919.82,2382.0,4384.48,407.0,749.15,22.0,40.49,2105.73,7093.95
0,0.0,6.0,21.44,8.0,28.59,89.0,318.03,131.0,468.11,820.0,2930.14,40.0,142.93,0.0,0.0,368.05,3541.18
76,24.33,295.0,94.43,2898.0,927.67,2772.0,887.34,7597.0,2431.86,12714.0,4069.85,5519.0,1766.67,434.0,138.93,1933.77,8407.3
22,26.59,55.0,66.47,473.0,571.68,578.0,698.58,2757.0,3332.17,4957.0,5991.13,525.0,634.53,2.0,2.42,1363.32,9960.24
2,8.36,11.0,45.96,29.0,121.17,73.0,305.02,334.0,1395.56,747.0,3121.21,138.0,576.61,29.0,121.17,480.51,5214.56
1,1.16,12.0,13.91,22.0,25.5,227.0,263.14,1077.0,1248.48,2588.0,3000.06,235.0,272.42,7.0,8.11,303.72,4529.07
0,0.0,1.0,4.4,8.0,35.21,38.0,167.26,149.0,655.84,578.0,2544.13,161.0,708.66,1.0,4.4,206.88,3913.02
579,58.06,,,13591.0,1362.78,12999.0,1303.42,23092.0,2315.46,42818.0,4293.41,28061.0,2813.71,1219.0,122.23,,9544.8
3,5.43,47.0,85.08,441.0,798.32,529.0,957.62,1596.0,2889.16,4029.0,7293.5,326.0,590.14,24.0,43.45,1846.45,10816.24
4,6.74,,,70.0,117.97,187.0,315.14,492.0,829.13,1873.0,3156.44,217.0,365.7,17.0,28.65,,4379.92
4,7.11,33.0,58.68,115.0,204.48,555.0,986.82,835.0,1484.68,2965.0,5271.95,280.0,497.86,,,1257.09,
3,3.51,24.0,28.07,167.0,195.32,470.0,549.71,1126.0,1316.96,4179.0,4887.72,616.0,720.47,13.0,15.2,776.61,6940.35
0,0.0,2.0,8.77,15.0,65.75,56.0,245.47,79.0,346.29,793.0,3476.09,136.0,596.15,4.0,17.53,319.99,4436.07
6,11.58,28.0,54.05,191.0,368.69,500.0,965.16,1338.0,2582.76,3897.0,7522.44,498.0,961.3,13.0,25.09,1399.48,11091.59
0,0.0,0.0,0.0,3.0,22.87,55.0,419.37,77.0,587.11,138.0,1052.23,34.0,259.25,3.0,22.87,442.24,1921.46
0,0.0,0.0,0.0,1.0,9.15,18.0,164.62,71.0,649.35,246.0,2249.86,11.0,100.6,0.0,0.0,173.77,2999.82
2,9.88,14.0,69.17,25.0,123.52,114.0,563.27,398.0,1966.5,753.0,3720.54,31.0,153.17,2.0,9.88,765.85,5850.09
0,0.0,1.0,7.2,9.0,64.78,,,76.0,547.04,433.0,3116.68,28.0,201.54,2.0,14.4,,3879.65
1,2.52,4.0,10.1,12.0,30.29,27.0,68.16,255.0,643.73,871.0,2198.77,100.0,252.44,8.0,20.2,111.07,3115.14
2,7.11,31.0,110.26,129.0,458.83,247.0,878.53,996.0,3542.59,3451.0,12274.59,228.0,810.96,0.0,0.0,1454.74,16628.13
12,15.85,57.0,75.29,895.0,1182.19,960.0,1268.05,1126.0,1487.31,2477.0,3271.82,1524.0,2013.02,81.0,106.99,2541.38,6879.15
33,23.0,89.0,62.02,831.0,579.07,464.0,323.33,2868.0,1998.54,7297.0,5084.84,1133.0,789.52,43.0,29.96,987.42,7902.86
1,7.08,1.0,7.08,4.0,28.33,7.0,49.58,29.0,205.41,249.0,1763.71,13.0,92.08,2.0,14.17,92.08,2075.36
0,0.0,,,25.0,229.63,41.0,376.6,150.0,1377.79,453.0,4160.93,113.0,1037.94,5.0,45.93,,6622.58
0,0.0,,,7.0,14.47,28.0,57.86,254.0,524.88,1338.0,2764.92,80.0,165.32,13.0,26.86,,3481.98
5,9.96,52.0,103.59,344.0,685.29,391.0,778.92,1322.0,2633.57,3234.0,6442.49,303.0,603.61,8.0,15.94,1577.75,9695.61
3,11.97,20.0,79.79,135.0,538.56,224.0,893.61,742.0,2960.07,2356.0,9398.81,346.0,1380.3,3.0,11.97,1523.92,13751.15
1,4.8,7.0,33.62,20.0,96.05,101.0,485.04,350.0,1680.83,264.0,1267.83,99.0,475.44,0.0,0.0,619.51,3424.1
1,1.69,0.0,0.0,18.0,30.34,12.0,20.23,189.0,318.56,1044.0,1759.68,141.0,237.66,6.0,10.11,52.25,2326.01
85,22.62,167.0,44.43,2310.0,614.62,2288.0,608.76,8080.0,2149.82,18670.0,4967.47,7885.0,2097.94,164.0,43.64,1290.43,9258.87
8,11.06,45.0,62.2,366.0,505.92,683.0,944.11,2195.0,3034.16,5805.0,8024.27,1413.0,1953.2,15.0,20.73,1523.3,13032.36
2,2.5,26.0,32.46,86.0,107.37,117.0,146.07,487.0,608.01,1870.0,2334.64,241.0,300.88,25.0,31.21,288.4,3274.74
0,0.0,0.0,0.0,2.0,18.31,6.0,54.92,18.0,164.77,22.0,201.39,6.0,54.92,0.0,0.0,73.23,421.09
5,11.56,25.0,57.78,55.0,127.12,142.0,328.21,631.0,1458.45,1876.0,4336.07,167.0,385.99,23.0,53.16,524.67,6233.68
4,6.32,45.0,71.14,101.0,159.67,161.0,254.53,651.0,1029.17,2808.0,4439.17,106.0,167.58,,,491.66,
1,5.04,1.0,5.04,3.0,15.11,11.0,55.42,58.0,292.21,380.0,1914.45,33.0,166.26,1.0,5.04,80.61,2377.95
3,9.86,29.0,95.34,398.0,1308.52,359.0,1180.3,890.0,2926.09,1037.0,3409.39,896.0,2945.82,24.0,78.91,2594.03,9360.21
11,11.91,27.0,29.23,589.0,637.66,387.0,418.97,1068.0,1156.23,1264.0,1368.42,1576.0,1706.2,28.0,30.31,1097.77,4261.17
133,28.89,507.0,110.14,2750.0,597.41,3589.0,779.67,10505.0,2282.1,26310.0,5715.58,6007.0,1304.96,419.0,91.02,1516.12,9393.66
1,3.35,1.0,3.35,48.0,160.78,234.0,783.81,364.0,1219.27,1836.0,6149.93,224.0,750.32,0.0,0.0,951.3,8119.51
0,0.0,2.0,13.58,9.0,61.12,44.0,298.83,160.0,1086.66,528.0,3585.98,35.0,237.71,,,373.54,
